99350.000000,99910.000000,99201.000000,99600.000000,99600.000000,133500.000000,0.000000,1.000000,202220.608051,202142.278851,99600.000000,99600.000000,0.000000,3194.085173,208528.896377,195755.661324,99600.000000,99599.000000,3300.000000,3325.000000,3296.000000,3311.000000,66.220000,31500.000000,0.000000,1.000000,134.705291,134.652784,66.220000,66.220000,0.000000,2.182555,139.016856,130.288712,66.220000,65.220000,18.432500,12.908000,22.209800,35.697800,182.061700
99790.000000,100001.000000,99550.000000,99710.000000,99710.000000,118900.000000,0.000000,1.000000,202220.608051,202142.278851,99657.115385,99659.583333,2.467949,3194.085173,208528.896377,195755.661324,99682.500000,99709.000000,3319.500000,3329.500000,3307.500000,3327.000000,66.540000,26200.000000,0.000000,1.000000,134.705291,134.652784,66.386154,66.393333,0.007179,2.182555,139.016856,130.288712,66.460000,65.540000,18.723000,12.865100,21.793700,35.662000,182.847700
100000.000000,100000.000000,99500.000000,99850.000000,99850.000000,57900.000000,0.000000,1.000000,202220.608051,202142.278851,99726.416954,99733.903002,7.486048,3194.085173,208528.896377,195755.661324,99798.461538,99849.000000,3325.000000,3325.000000,3310.000000,3310.000000,66.200000,35200.000000,0.000000,1.000000,134.705291,134.652784,66.319271,66.317875,-0.001395,2.182555,139.016856,130.288712,66.280000,65.200000,19.303900,12.736200,21.652500,35.683500,179.078000
99594.000000,100000.000000,99594.000000,100000.000000,100000.000000,56800.000000,0.000000,1.000000,202220.608051,202142.278851,99802.898818,99817.899425,15.000607,3194.085173,208528.896377,195755.661324,99934.500000,99999.000000,3310.000000,3325.500000,3307.000000,3323.000000,66.460000,30100.000000,0.000000,1.000000,134.705291,134.652784,66.358612,66.362739,0.004126,2.182555,139.016856,130.288712,66.401500,65.460000,19.184700,12.564400,21.236400,35.697800,181.046800
99900.000000,100300.000000,99700.000000,100300.000000,100300.000000,50400.000000,0.000000,1.000000,202220.608051,202142.278851,99918.178633,99948.884428,30.705796,3194.085173,208528.896377,195755.661324,100179.173554,100299.000000,3324.000000,3324.000000,3315.000000,3322.000000,66.440000,30000.000000,0.000000,1.000000,134.705291,134.652784,66.377486,66.383730,0.006244,2.182555,139.016856,130.288712,66.427273,65.440000,19.132600,12.678900,21.801200,35.797900,182.321200
100100.000000,100750.000000,99320.000000,99999.000000,99999.000000,194600.000000,0.000000,1.000000,202220.608051,202142.278851,99934.366508,99961.065149,26.698641,3194.085173,208528.896377,195755.661324,100058.892857,99998.000000,3332.000000,3343.500000,3308.000000,3325.000000,66.500000,52400.000000,0.000000,1.000000,134.705291,134.652784,66.402025,66.411990,0.009965,2.182555,139.016856,130.288712,66.475824,65.500000,19.251800,12.356800,22.016600,35.955400,185.289700
99505.000000,99949.000000,99350.000000,99350.000000,99350.000000,223100.000000,0.000000,1.000000,99829.857143,202142.278851,99830.439954,99824.708099,-5.731855,3194.085173,208528.896377,195755.661324,99586.081427,99349.000000,3311.000000,3327.000000,3300.000000,3300.000000,66.000000,34800.000000,0.000000,1.000000,66.337143,134.652784,66.330527,66.320056,-0.010471,2.182555,139.016856,130.288712,66.158463,65.000000,18.894300,12.385400,21.147300,35.719200,181.977800
99400.000000,99949.000000,99150.000000,99150.000000,99150.000000,101700.000000,0.000000,1.000000,99765.571429,202142.278851,99720.804217,99683.906918,-36.897299,3194.085173,208528.896377,195755.661324,99295.316159,99149.000000,3311.000000,3323.000000,3299.500000,3300.000000,66.000000,30700.000000,0.000000,1.000000,66.305714,134.652784,66.277271,66.253265,-0.024006,2.182555,139.016856,130.288712,66.052805,65.000000,19.095400,12.686100,21.593100,35.955400,182.702700
99160.000000,99480.000000,98920.000000,99000.000000,99000.000000,142800.000000,0.000000,1.000000,99664.142857,202142.278851,99613.965208,99548.605787,-65.359421,3194.085173,208528.896377,195755.661324,99098.428717,98999.000000,3310.000000,3310.000000,3292.500000,3298.000000,65.960000,26500.000000,0.000000,1.000000,66.222857,134.652784,66.230244,66.195247,-0.034998,2.182555,139.016856,130.288712,65.990932,64.960000,18.968800,12.707600,21.251300,36.034100,181.542800
99000.000000,99363.000000,97205.000000,97500.000000,97500.000000,265800.000000,0.000000,1.000000,99328.428571,202142.278851,99322.258584,99160.395787,-161.862797,3194.085173,208528.896377,195755.661324,98032.791526,97499.000000,3315.000000,3315.000000,3236.000000,3247.000000,64.940000,51400.000000,0.000000,1.000000,66.042857,134.652784,66.052203,65.957378,-0.094825,2.182555,139.016856,130.288712,65.290299,63.940000,18.477200,12.478500,20.850100,35.697800,181.687800
